particle,frame,x,y,Distance,Velocity,Pixel Value
1,1,578,455,-1,-1,1663
1,2,572,458,0.865,0.433,1665
1,3,578,409,6.368,3.184,945
1,4,555,341,9.26,4.63,1560
1,5,554,312,3.743,1.872,2605
1,6,536,371,7.957,3.979,1156
1,7,546,418,6.199,3.099,1655
1,8,518,486,9.487,4.743,2388
1,9,529,498,2.1,1.05,1970
1,10,561,466,5.838,2.919,1440
1,11,556,474,1.217,0.608,1377
1,12,562,406,8.806,4.403,1538
1,13,547,357,6.611,3.305,1418
1,14,552,315,5.456,2.728,1667
1,15,570,360,6.252,3.126,992
1,16,572,380,2.593,1.296,1631
1,17,561,385,1.559,0.779,1240
1,18,575,391,1.965,0.982,1542
1,19,572,384,0.982,0.491,1761
1,20,563,358,3.549,1.775,1454
1,21,510,313,8.969,4.484,1639
1,22,506,279,4.416,2.208,1228
1,23,526,257,3.835,1.918,1463
1,24,557,286,5.476,2.738,1325
1,25,524,272,4.624,2.312,2226
1,26,536,317,6.008,3.004,1536
1,27,518,315,2.336,1.168,1807
1,28,486,271,7.018,3.509,1650
1,29,456,288,4.448,2.224,2500
1,30,443,317,4.1,2.05,2711
1,31,487,347,6.87,3.435,2630
1,32,503,335,2.58,1.29,1956
1,33,496,308,3.598,1.799,1755
1,34,528,371,9.115,4.558,1507
1,35,549,402,4.83,2.415,1496
1,36,553,436,4.416,2.208,1870
1,37,544,467,4.164,2.082,1101
1,38,574,452,4.327,2.163,1850
1,39,567,436,2.253,1.126,941
1,40,570,386,6.462,3.231,1494
1,41,572,434,6.197,3.099,1308
1,42,560,441,1.792,0.896,1292
1,43,556,471,3.904,1.952,1214
1,44,537,475,2.505,1.252,2830
1,45,551,454,3.256,1.628,1506
1,46,545,476,2.942,1.471,1320
1,47,552,486,1.575,0.787,1308
1,48,554,482,0.577,0.288,1899
1,49,531,487,3.036,1.518,976
1,50,531,506,2.451,1.226,833
1,51,527,504,0.577,0.288,1120
1,52,533,480,3.191,1.596,2006
1,53,539,459,2.817,1.409,1169
1,54,530,442,2.481,1.241,1303
1,55,556,469,4.835,2.418,1482
1,56,578,507,5.664,2.832,1922
1,57,573,506,0.658,0.329,1223
1,58,574,446,7.741,3.871,1167
1,59,565,463,2.481,1.241,1314
1,60,556,468,1.328,0.664,1091
1,61,556,474,0.774,0.387,1453
1,62,575,452,3.75,1.875,1210
1,63,579,431,2.758,1.379,1794
1,64,563,386,6.161,3.081,1404
1,65,571,410,3.263,1.632,1967
1,66,561,446,4.82,2.41,1677
1,67,561,435,1.419,0.71,1436
1,68,570,415,2.829,1.415,1811
1,69,572,420,0.695,0.347,1348
1,70,580,430,1.652,0.826,1073
1,71,571,385,5.92,2.96,1021
1,72,566,355,3.923,1.962,1818
1,73,555,386,4.243,2.122,1466
1,74,559,426,5.186,2.593,1912
1,75,554,399,3.542,1.771,1769
1,76,544,368,4.202,2.101,1848
1,77,549,387,2.534,1.267,1143
1,78,559,388,1.296,0.648,1468
1,79,565,390,0.816,0.408,1730
1,80,553,436,6.133,3.066,2039
1,81,529,385,7.271,3.636,2223
1,82,508,314,9.551,4.776,1716
1,83,524,320,2.204,1.102,1269
1,84,558,364,7.173,3.587,1101
1,85,559,371,0.912,0.456,1651
1,86,554,345,3.415,1.708,1698
1,87,561,370,3.349,1.675,1126
1,88,567,427,7.394,3.697,1143
1,89,568,433,0.785,0.392,1624
1,90,555,507,9.692,4.846,1215
1,91,523,557,7.658,3.829,1603
1,92,529,570,1.847,0.923,2095
1,93,541,551,2.899,1.449,1497
1,94,555,521,4.271,2.135,2822
1,95,549,534,1.847,0.923,1140
1,96,558,500,4.537,2.269,1613
1,97,562,492,1.154,0.577,1263
1,98,548,541,6.574,3.287,1698
1,99,551,557,2.1,1.05,1306
1,100,530,590,5.046,2.523,1315
1,101,518,558,4.409,2.204,2162
1,102,525,532,3.473,1.737,1864
1,103,519,562,3.947,1.973,1644
1,104,509,551,1.918,0.959,1359
1,105,504,571,2.659,1.33,1686
1,106,528,530,6.129,3.064,1262
1,107,548,484,6.471,3.235,1714
1,108,555,447,4.858,2.429,1202
1,109,556,457,1.296,0.648,1420
1,110,556,433,3.096,1.548,1354
1,111,553,417,2.1,1.05,1092
1,112,554,410,0.912,0.456,1010
1,113,549,405,0.912,0.456,1417
1,114,551,418,1.697,0.848,1640
1,115,571,407,2.944,1.472,2674
1,116,564,420,1.905,0.952,1970
1,117,557,415,1.11,0.555,2168
1,118,555,424,1.189,0.595,2750
1,119,554,402,2.841,1.42,1720
1,120,552,417,1.952,0.976,1359
1,121,550,465,6.197,3.099,1573
1,122,548,490,3.235,1.618,1652
1,123,549,464,3.356,1.678,1539
1,124,544,483,2.534,1.267,1741
1,125,543,514,4.001,2.001,1193
1,126,550,484,3.974,1.987,996
1,127,544,441,5.601,2.8,1452
1,128,539,468,3.542,1.771,1853
1,129,537,496,3.621,1.811,1415
1,130,536,460,4.646,2.323,1647
1,131,535,393,8.644,4.322,1312
1,132,527,337,7.297,3.649,1474
1,133,541,344,2.019,1.01,2057
1,134,557,378,4.847,2.424,1340
1,135,553,387,1.271,0.635,1546
1,136,514,432,7.682,3.841,1377
1,137,523,428,1.271,0.635,1124
1,138,554,451,4.979,2.49,1658
1,139,574,426,4.13,2.065,1729
1,140,574,398,3.612,1.806,2114
1,141,580,381,2.326,1.163,2238
1,142,566,302,10.35,5.175,2093
1,143,491,240,12.553,6.276,1798
1,144,518,277,5.909,2.954,1290
1,145,544,347,9.633,4.816,1041
1,146,550,365,2.448,1.224,1411
1,147,559,441,9.873,4.936,1401
1,148,556,465,3.12,1.56,1691
1,149,551,487,2.91,1.455,1467
1,150,547,420,8.658,4.329,876
1,151,544,385,4.532,2.266,1214
1,152,489,423,8.624,4.312,961
1,153,487,395,3.621,1.811,1427
1,154,542,332,10.788,5.394,2032
1,155,553,346,2.297,1.148,2433
1,156,518,370,5.475,2.737,991
1,157,545,321,7.217,3.609,1417
1,158,557,368,6.257,3.129,1872
1,159,578,393,4.212,2.106,2534
1,160,554,349,6.465,3.233,2159
1,161,564,416,8.739,4.369,1166
1,162,555,465,6.427,3.213,1275
1,163,550,445,2.659,1.33,2045
1,164,544,403,5.473,2.737,1588
1,165,555,447,5.851,2.925,2750
1,166,549,405,5.473,2.737,1510
1,167,548,366,5.033,2.516,853
1,168,540,340,3.509,1.755,1144
1,169,514,308,5.319,2.659,2240
1,170,468,312,5.956,2.978,1465
1,171,469,303,1.168,0.584,1261
1,172,475,294,1.395,0.698,1868
1,173,496,294,2.709,1.355,1356
1,174,524,390,12.9,6.45,2183
1,175,532,475,11.013,5.507,2200
1,176,507,543,9.346,4.673,1110
1,177,524,537,2.326,1.163,1135
1,178,538,524,2.465,1.232,1603
1,179,538,538,1.806,0.903,2361
1,180,542,537,0.532,0.266,1538
1,181,554,512,3.577,1.789,1362
1,182,558,483,3.776,1.888,1450
1,183,552,514,4.073,2.037,1760
1,184,532,561,6.589,3.295,1770
1,185,546,505,7.446,3.723,1605
1,186,553,482,3.101,1.551,1413
1,187,554,476,0.785,0.392,1460
1,188,553,465,1.425,0.712,1313
1,189,548,460,0.912,0.456,1263
1,190,555,433,3.598,1.799,1264
1,191,544,358,9.779,4.889,1364
1,192,545,368,1.296,0.648,1208
1,193,550,385,2.286,1.143,2315
1,194,553,395,1.347,0.673,1429
1,195,550,468,9.425,4.712,1057
1,196,545,402,8.538,4.269,1288
1,197,547,369,4.265,2.132,1454
1,198,546,382,1.682,0.841,1573
1,199,553,403,2.856,1.428,1366
1,200,543,407,1.389,0.695,2313
1,201,552,404,1.224,0.612,1891
1,202,558,432,3.694,1.847,1646
1,203,555,396,4.66,2.33,835
1,204,547,355,5.389,2.694,1531
1,205,548,361,0.785,0.392,978
1,206,538,332,3.957,1.979,1683
1,207,514,290,6.24,3.12,1414
1,208,523,302,1.935,0.968,841
1,209,539,336,4.847,2.424,1395
1,210,527,289,6.257,3.129,1887
1,211,529,311,2.85,1.425,1160
1,212,537,308,1.102,0.551,1499
1,213,531,299,1.395,0.698,1355
1,214,534,313,1.847,0.923,2130
1,215,540,308,1.008,0.504,1351
1,216,523,292,3.012,1.506,1840
1,217,532,319,3.671,1.836,1569
1,218,518,302,2.841,1.42,1273
1,219,501,361,7.921,3.96,1010
1,220,531,369,4.005,2.003,1216
1,221,572,428,9.268,4.634,1813
1,222,546,486,8.199,4.1,2265
1,223,535,505,2.832,1.416,2556
1,224,528,419,11.131,5.565,1902
1,225,542,452,4.624,2.312,1254
1,226,543,454,0.288,0.144,1145
1,227,540,415,5.046,2.523,1719
1,228,530,415,1.29,0.645,1827
1,229,542,435,3.009,1.504,1190
1,230,528,442,2.019,1.01,1166
1,231,539,424,2.721,1.361,1233
1,232,549,425,1.296,0.648,2061
1,233,541,345,10.371,5.186,1625
1,234,532,333,1.935,0.968,948
1,235,556,380,6.808,3.404,1497
1,236,562,422,5.473,2.737,1319
1,237,535,521,13.237,6.619,1984
1,238,543,484,4.883,2.442,1119
1,239,543,492,1.032,0.516,1298
1,240,557,444,6.45,3.225,1387
1,241,554,372,9.296,4.648,2055
1,242,554,374,0.258,0.129,1408
1,243,558,366,1.154,0.577,2309
1,244,525,308,8.608,4.304,2164
1,245,525,308,0,0,1898
1,246,524,310,0.288,0.144,1171
1,247,531,318,1.371,0.686,908
1,248,552,374,7.715,3.858,951
1,249,544,345,3.881,1.94,1524
1,250,540,341,0.73,0.365,1379
1,251,548,377,4.757,2.379,1873
1,252,552,446,8.916,4.458,1781
1,253,553,392,6.967,3.484,1319
1,254,534,367,4.051,2.025,2762
1,255,511,313,7.572,3.786,4679
1,256,524,347,4.696,2.348,2034
1,257,533,415,8.848,4.424,2059
1,258,534,395,2.583,1.292,1942
1,259,527,362,4.352,2.176,1689
1,260,528,382,2.583,1.292,1843
1,261,530,454,9.292,4.646,2030
1,262,520,390,8.356,4.178,1077
1,263,507,393,1.721,0.861,2275
1,264,525,367,4.079,2.04,1887
1,265,522,339,3.633,1.816,1231
1,266,521,338,0.182,0.091,1883
1,267,524,353,1.973,0.987,1390
1,268,523,444,11.74,5.87,1535
1,269,514,511,8.721,4.36,1117
1,270,531,468,5.965,2.982,1035
1,271,560,459,3.917,1.959,2005
1,272,559,417,5.42,2.71,1786
1,273,529,322,12.852,6.426,2064
1,274,501,275,7.057,3.529,1206
1,275,457,226,8.495,4.248,1148
1,276,474,241,2.925,1.462,1043
1,277,467,217,3.225,1.613,2004
1,278,435,191,5.319,2.659,1362
1,279,467,225,6.023,3.012,1662
1,280,497,305,11.022,5.511,1316
1,281,502,307,0.695,0.347,1151
1,282,508,313,1.095,0.547,1165
1,283,542,364,7.907,3.953,1257
1,284,560,420,7.588,3.794,1581
1,285,552,410,1.652,0.826,1575
1,286,549,415,0.752,0.376,2126
1,287,502,408,6.13,3.065,1393
1,288,524,466,8.002,4.001,1220
1,289,532,499,4.38,2.19,1608
1,290,503,582,11.342,5.671,2010
1,291,514,569,2.197,1.098,1067
1,292,537,529,5.952,2.976,1297
1,293,535,525,0.577,0.288,1839
1,294,526,495,4.04,2.02,2098
1,295,536,478,2.544,1.272,1738
1,296,531,506,3.669,1.835,1163
1,297,531,505,0.129,0.065,1228
1,298,534,511,0.865,0.433,1111
1,299,532,509,0.365,0.182,1708
1,300,534,478,4.007,2.004,1847
1,301,547,418,7.92,3.96,2046
1,302,548,387,4.001,2.001,1694
1,303,540,347,5.262,2.631,2447
1,304,534,329,2.448,1.224,2488
1,305,525,330,1.168,0.584,1466
1,306,509,310,3.304,1.652,1464
1,307,536,365,7.904,3.952,1241
1,308,529,502,17.696,8.848,1225
1,309,492,568,9.761,4.88,1572
1,310,440,604,8.159,4.079,1099
1,311,482,615,5.601,2.8,2039
1,312,508,568,6.929,3.464,2183
1,313,543,462,14.4,7.2,1819
1,314,534,430,4.288,2.144,1263
1,315,543,378,6.808,3.404,1189
1,316,526,305,9.669,4.834,1343
1,317,522,314,1.271,0.635,2118
1,318,520,337,2.978,1.489,1904
1,319,537,390,7.18,3.59,1499
1,320,538,431,5.291,2.645,1433
1,321,517,510,10.545,5.272,1328
1,322,514,528,2.354,1.177,1550
1,323,524,481,6.199,3.099,2561
1,324,527,467,1.847,0.923,1331
1,325,532,413,6.996,3.498,2102
1,326,535,447,4.403,2.202,2168
1,327,540,454,1.11,0.555,1284
1,328,532,467,1.969,0.985,1384
1,329,528,395,9.302,4.651,1783
1,330,505,329,9.016,4.508,1429
1,331,516,337,1.755,0.877,1298
1,332,531,418,10.627,5.313,1117
1,333,516,385,4.676,2.338,1986
1,334,514,386,0.288,0.144,1812
1,335,524,356,4.079,2.04,1314
1,336,517,384,3.723,1.862,3112
1,337,469,326,9.712,4.856,2497
1,338,466,282,5.689,2.845,1583
1,339,487,387,13.813,6.907,1256
1,340,501,453,8.703,4.352,1163
1,341,521,472,3.559,1.779,1210
1,342,520,414,7.483,3.742,1522
1,343,515,348,8.538,4.269,1469
1,344,516,365,2.197,1.098,2298
1,345,511,411,5.969,2.984,1485
1,346,523,448,5.018,2.509,1377
1,347,511,393,7.262,3.631,2781
1,348,470,378,5.632,2.816,2039
1,349,452,356,3.667,1.833,1965
1,350,468,367,2.505,1.252,2489
1,351,436,357,4.325,2.162,1976
1,352,371,279,13.098,6.549,2828
1,353,444,312,10.335,5.167,1588
1,354,501,351,8.909,4.455,1890
1,355,519,386,5.077,2.539,1895
1,356,537,421,5.077,2.539,1632
1,357,537,426,0.645,0.323,1279
1,358,541,430,0.73,0.365,883
1,359,528,481,6.789,3.395,781
1,360,528,447,4.386,2.193,1162
1,361,527,419,3.614,1.807,941
1,362,528,463,5.677,2.839,1531
1,363,507,543,10.67,5.335,1694
1,364,527,556,3.077,1.539,1654
1,365,539,525,4.288,2.144,2254
1,366,544,513,1.677,0.839,1102
1,367,538,513,0.774,0.387,1079
1,368,532,532,2.57,1.285,1399
1,369,545,505,3.866,1.933,2195
1,370,545,476,3.741,1.871,1526
1,371,543,425,6.584,3.292,1782
1,372,542,396,3.743,1.872,2023
1,373,543,442,5.935,2.968,2088
1,374,529,458,2.743,1.371,1376
1,375,537,460,1.064,0.532,779
1,376,538,410,6.451,3.226,669
1,377,531,471,7.921,3.96,916
1,378,509,524,7.403,3.701,1326
1,379,532,482,6.177,3.089,1994
1,380,539,506,3.225,1.613,1310
1,381,529,530,3.354,1.677,1899
1,382,524,531,0.658,0.329,1079
1,383,542,461,9.324,4.662,1491
1,384,545,419,5.432,2.716,1858
1,385,531,369,6.698,3.349,1559
1,386,518,370,1.682,0.841,801
1,387,509,388,2.596,1.298,1165
1,388,498,452,8.377,4.189,1059
1,389,477,479,4.412,2.206,981
1,390,487,508,3.957,1.979,1153
1,391,501,526,2.942,1.471,1311
1,392,482,501,4.051,2.025,1082
1,393,507,461,6.085,3.042,1796
1,394,503,518,7.371,3.686,1485
1,395,502,542,3.099,1.549,1289
1,396,507,572,3.923,1.962,1307
1,397,520,552,3.077,1.539,1471
1,398,466,474,12.238,6.119,875
1,399,464,461,1.697,0.848,1255
1,400,487,449,3.347,1.673,1710
1,401,465,432,3.587,1.793,1267
1,402,451,401,4.388,2.194,1061
1,403,441,433,4.325,2.162,1416
1,404,504,379,10.704,5.352,1662
1,405,536,323,8.32,4.16,1650
1,406,519,357,4.904,2.452,1144
1,407,529,334,3.235,1.618,1392
1,408,499,395,8.769,4.385,1352
1,409,505,484,11.507,5.754,1762
1,410,531,515,5.219,2.61,1418
1,411,543,453,8.146,4.073,977
1,412,538,470,2.286,1.143,1523
1,413,533,518,6.226,3.113,1259
1,414,541,514,1.154,0.577,1526
1,415,552,475,5.227,2.614,2616
1,416,552,471,0.516,0.258,3674
1,417,514,490,5.481,2.74,1836
1,418,489,497,3.349,1.675,2276
1,419,489,490,0.903,0.452,1754
1,420,498,450,5.289,2.644,1668
1,421,522,415,5.475,2.737,2207
1,422,520,438,2.978,1.489,1342
1,423,519,461,2.97,1.485,924
1,424,515,505,5.699,2.85,1075
1,425,534,489,3.204,1.602,1059
1,426,524,531,5.569,2.785,2328
1,427,494,544,4.218,2.109,2192
1,428,509,539,2.04,1.02,1529
1,429,520,518,3.058,1.529,978
1,430,507,540,3.296,1.648,1526
1,431,505,548,1.064,0.532,1306
1,432,513,518,4.005,2.003,1095
1,433,512,504,1.811,0.905,1564
1,434,517,496,1.217,0.608,1331
1,435,500,446,6.813,3.406,1720
1,436,479,422,4.114,2.057,1001
1,437,432,431,6.173,3.087,1568
1,438,409,468,5.62,2.81,1398
1,439,431,492,4.2,2.1,1145
1,440,446,431,8.103,4.052,1556
1,441,419,417,3.923,1.962,1235
1,442,412,486,8.947,4.473,1737
1,443,395,450,5.136,2.568,1443
1,444,463,390,11.699,5.849,938
1,445,500,375,5.15,2.575,1463
1,446,524,415,6.018,3.009,1434
1,447,516,419,1.154,0.577,2039
1,448,528,378,5.511,2.755,1792
1,449,521,394,2.253,1.126,1889
1,450,513,449,7.17,3.585,1683
1,451,495,514,8.701,4.35,1500
1,452,500,528,1.918,0.959,1702
1,453,515,548,3.225,1.613,2424
1,454,538,493,7.69,3.845,1645
1,455,546,455,5.009,2.505,2368
1,456,542,395,7.757,3.879,1836
1,457,521,311,11.169,5.585,1693
1,458,515,297,1.965,0.982,1178
1,459,488,263,5.601,2.8,2025
1,460,460,226,5.986,2.993,1183
1,461,468,237,1.755,0.877,1170
1,462,489,268,4.83,2.415,1042
1,463,488,252,2.068,1.034,1878
1,464,490,269,2.208,1.104,705
1,465,467,262,3.101,1.551,1094
1,466,473,311,6.368,3.184,1362
1,467,458,366,7.354,3.677,728
1,468,487,388,4.696,2.348,1861
1,469,485,463,9.678,4.839,1148
1,470,476,461,1.189,0.595,1054
1,471,474,463,0.365,0.182,1614
1,472,506,450,4.456,2.228,1106
1,473,530,437,3.521,1.761,1593
1,474,542,354,10.818,5.409,1933
1,475,543,357,0.408,0.204,2035
1,476,533,484,16.434,8.217,1235
1,477,530,493,1.224,0.612,1651
1,478,532,493,0.258,0.129,1046
1,479,541,406,11.283,5.641,904
1,480,543,382,3.107,1.553,1255
1,481,544,431,6.322,3.161,1964
1,482,531,479,6.415,3.208,1204
1,483,497,563,11.69,5.845,1463
1,484,522,513,7.211,3.606,1194
1,485,535,481,4.456,2.228,1300
1,486,522,475,1.847,0.923,1742
1,487,537,432,5.875,2.937,1504
1,488,513,405,4.66,2.33,1124
1,489,503,403,1.316,0.658,1370
1,490,538,419,4.964,2.482,1740
1,491,525,339,10.455,5.228,1942
1,492,523,399,7.744,3.872,1800
1,493,540,388,2.612,1.306,1792
1,494,549,440,6.808,3.404,1576
1,495,529,458,3.471,1.736,1243
1,496,521,518,7.808,3.904,1587
1,497,508,553,4.816,2.408,2072
1,498,517,513,5.289,2.644,1032
1,499,515,510,0.465,0.233,1247
1,500,502,552,5.672,2.836,1332
1,501,506,523,3.776,1.888,1420
1,502,525,486,5.366,2.683,1567
1,503,533,455,4.13,2.065,907
1,504,535,399,7.229,3.614,1377
1,505,532,422,2.992,1.496,1377
1,506,475,496,12.05,6.025,1107
1,507,494,455,5.829,2.915,1612
1,508,511,435,3.386,1.693,896
1,509,531,443,2.779,1.389,1432
1,510,503,432,3.881,1.94,1292
1,511,533,417,4.327,2.163,1762
1,512,540,441,3.225,1.613,1044
1,513,528,461,3.009,1.504,1397
1,514,508,478,3.386,1.693,1174
1,515,494,492,2.554,1.277,1779
1,516,514,517,4.13,2.065,1723
1,517,493,554,5.488,2.744,2080
1,518,532,510,7.585,3.792,1081
1,519,546,518,2.08,1.04,1620
1,520,534,514,1.632,0.816,1378
1,521,534,481,4.257,2.128,1682
1,522,522,479,1.569,0.785,1362
1,523,494,517,6.089,3.045,1447
1,524,507,460,7.542,3.771,1548
1,525,535,496,5.883,2.942,1239
1,526,531,510,1.878,0.939,2359
1,527,535,508,0.577,0.288,1300
1,528,540,506,0.695,0.347,2187
1,529,533,487,2.612,1.306,957
1,530,522,497,1.918,0.959,1128
1,531,497,498,3.228,1.614,1483
1,532,506,436,8.082,4.041,1363
1,533,519,417,2.97,1.485,966
1,534,471,343,11.378,5.689,1751
1,535,493,288,7.642,3.821,808
1,536,507,260,4.038,2.019,1728
1,537,502,250,1.442,0.721,1964
1,538,502,270,2.58,1.29,1821
1,539,510,281,1.755,0.877,2353
1,540,522,314,4.53,2.265,1332
1,541,532,362,6.325,3.162,2177
1,542,524,336,3.509,1.755,1590
1,543,533,346,1.736,0.868,1963
1,544,528,436,11.628,5.814,1761
1,545,530,403,4.265,2.132,1686
1,546,534,408,0.826,0.413,2528
1,547,527,474,8.562,4.281,1244
1,548,495,547,10.282,5.141,2429
1,549,522,454,12.492,6.246,2193
1,550,521,449,0.658,0.329,1089
1,551,512,461,1.935,0.968,1104
1,552,527,368,12.152,6.076,984
1,553,533,351,2.326,1.163,2372
1,554,512,300,7.115,3.557,3125
1,555,444,273,9.438,4.719,1151
1,556,471,277,3.521,1.761,1165
1,557,499,338,8.658,4.329,1404
1,558,493,335,0.865,0.433,1973
1,559,495,296,5.038,2.519,1264
1,560,489,281,2.084,1.042,1489
1,561,492,291,1.347,0.673,1337
1,562,509,370,10.424,5.212,2935
1,563,479,488,15.706,7.853,1474
1,564,481,505,2.208,1.104,1626
1,565,484,496,1.224,0.612,1658
1,566,491,541,5.875,2.937,1138
1,567,501,481,7.847,3.923,1233
1,568,497,448,4.288,2.144,1432
1,569,483,445,1.847,0.923,1524
1,570,506,498,7.453,3.727,1106
1,571,470,517,5.251,2.626,1879
1,572,494,487,4.956,2.478,1163
1,573,492,440,6.068,3.034,1009
1,574,450,360,11.656,5.828,1018
1,575,391,352,7.681,3.84,1382
1,576,347,370,6.133,3.066,1576
1,577,407,415,9.675,4.838,919
1,578,428,459,6.289,3.145,1301
1,579,429,497,4.904,2.452,1096
1,580,442,514,2.761,1.38,1218
1,581,486,437,11.44,5.72,1299
1,582,515,425,4.049,2.024,1871
1,583,533,474,6.734,3.367,1671
1,584,541,515,5.389,2.694,2473
1,585,533,544,3.881,1.94,1510
1,586,581,512,7.442,3.721,3616
